folio,fecha_creacion,hora_creacion,dia_semana,codigo_cierre,fecha_cierre,aÃ±o_cierre,mes_cierre,hora_cierre,delegacion_inicio,incidente_c4,latitud,longitud,clas_con_f_alarma,tipo_entrada,delegacion_cierre,geopoint,mes
C5/190501/04283,01/05/2019,15:35:55,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,15:42:57,VENUSTIANO CARRANZA,lesionado-atropellado,19.40929002,-99.08483004,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.40929002,-99.08483004",5
C5/190501/06144,01/05/2019,19:06:12,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,19:09:42,TLALPAN,accidente-choque con lesionados,19.27053999,-99.18452988,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.27053999,-99.18452988",5
C5/190501/06157,01/05/2019,19:08:26,MiÃ©rcoles,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",01/05/2019,2019,Mayo,21:13:02,ALVARO OBREGON,accidente-choque sin lesionados,19.38021003,-99.23248008,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.38021003,-99.23248008",5
C5/190501/06721,01/05/2019,20:25:13,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,20:28:50,IZTACALCO,accidente-choque sin lesionados,19.40190003,-99.06180984,EMERGENCIA,LLAMADA DEL 911,IZTACALCO,"19.40190003,-99.06180984",5
C5/190501/06743,01/05/2019,20:26:34,MiÃ©rcoles,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",01/05/2019,2019,Mayo,21:32:27,XOCHIMILCO,accidente-motociclista,19.25784,-99.12178008,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.25784,-99.12178008",5
C5/190501/00918,01/05/2019,04:58:08,MiÃ©rcoles,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",01/05/2019,2019,Mayo,05:43:28,VENUSTIANO CARRANZA,accidente-choque sin lesionados,19.42106004,-99.08256996,EMERGENCIA,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.42106004,-99.08256996",5
C5/190501/01127,01/05/2019,06:37:00,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,06:40:17,GUSTAVO A. MADERO,accidente-choque con lesionados,19.50175998,-99.12683988,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.50175998,-99.12683988",5
C5/190501/05077,01/05/2019,17:14:19,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,17:17:00,TLALPAN,accidente-motociclista,19.25316999,-99.16220988,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.25316999,-99.16220988",5
C5/190501/04722,01/05/2019,16:33:23,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,16:35:21,VENUSTIANO CARRANZA,accidente-choque con lesionados,19.43127,-99.09465012,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.43127,-99.09465012",5
C5/190501/03834,01/05/2019,14:37:37,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,14:40:01,ALVARO OBREGON,accidente-motociclista,19.37885004,-99.25054992,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.37885004,-99.25054992",5
C5/190501/03766,01/05/2019,14:27:37,MiÃ©rcoles,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",01/05/2019,2019,Mayo,14:58:03,GUSTAVO A. MADERO,accidente-choque sin lesionados,19.47714003,-99.13295988,EMERGENCIA,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.47714003,-99.13295988",5
C5/190501/07647,01/05/2019,22:30:51,MiÃ©rcoles,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",01/05/2019,2019,Mayo,23:51:54,IZTAPALAPA,accidente-choque sin lesionados,19.33416999,-99.05841,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.33416999,-99.05841",5
C5/190501/03039,01/05/2019,12:41:50,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",01/05/2019,2019,Mayo,12:47:30,BENITO JUAREZ,accidente-choque con lesionados,19.376621,-99.187775,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.376621,-99.187775",5
C5/190501/03178,01/05/2019,12:59:37,MiÃ©rcoles,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",01/05/2019,2019,Mayo,13:32:19,AZCAPOTZALCO,accidente-choque sin lesionados,19.48326003,-99.14954004,EMERGENCIA,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48326003,-99.14954004",5
C5/190501/00641,01/05/2019,02:56:43,MiÃ©rcoles,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",01/05/2019,2019,Mayo,03:42:55,ALVARO OBREGON,accidente-choque sin lesionados,19.33869996,-99.19028988,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.33869996,-99.19028988",5
C5/190501/03484,01/05/2019,13:45:35,MiÃ©rcoles,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",01/05/2019,2019,Mayo,14:09:27,COYOACAN,lesionado-atropellado,19.30283001,-99.18590004,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.30283001,-99.18590004",5
C5/190501/03463,01/05/2019,13:44:11,MiÃ©rcoles,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",01/05/2019,2019,Mayo,14:14:21,COYOACAN,accidente-choque sin lesionados,19.35,-99.15905016,EMERGENCIA,LLAMADA DEL 911,COYOACAN,"19.35,-99.15905016",5
C5/190502/06743,02/05/2019,19:22:07,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,20:43:57,BENITO JUAREZ,accidente-choque con lesionados,19.39599,-99.15607008,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.39599,-99.15607008",5
C5/190501/07819,01/05/2019,22:57:02,MiÃ©rcoles,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,03:19:09,GUSTAVO A. MADERO,accidente-choque con lesionados,19.50213996,-99.12710988,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.50213996,-99.12710988",5
C5/190502/01245,02/05/2019,06:22:33,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,06:37:31,XOCHIMILCO,accidente-choque sin lesionados,19.25348004,-99.06168996,EMERGENCIA,LLAMADA DEL 911,XOCHIMILCO,"19.25348004,-99.06168996",5
C5/190502/06620,02/05/2019,19:07:08,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,20:42:24,TLALPAN,accidente-choque sin lesionados,19.29966003,-99.10946016,EMERGENCIA,LLAMADA DEL 911,TLALPAN,"19.29966003,-99.10946016",5
C5/190502/02114,02/05/2019,09:09:27,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,09:21:08,BENITO JUAREZ,accidente-choque con lesionados,19.39248,-99.18196992,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.39248,-99.18196992",5
BJ/190502/00173,02/05/2019,00:29:03,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,06:00:10,COYOACAN,accidente-choque con lesionados,19.34865,-99.13456008,URGENCIAS MEDICAS,RADIO,COYOACAN,"19.34865,-99.13456008",5
C5/190502/04087,02/05/2019,13:54:00,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,14:11:45,IZTAPALAPA,accidente-choque sin lesionados,19.31554998,-99.07940016,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.31554998,-99.07940016",5
AO/190502/02935,02/05/2019,11:14:06,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,11:44:06,MAGDALENA CONTRERAS,accidente-choque sin lesionados,19.305409,-99.234322,EMERGENCIA,BOTÃ“N DE AUXILIO,MAGDALENA CONTRERAS,"19.305409,-99.234322",5
C5/190502/07095,02/05/2019,20:07:25,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,20:55:51,CUAUHTEMOC,accidente-persona atrapada / desbarrancada,19.45629999,-99.14482008,EMERGENCIA,LLAMADA DEL 911,CUAUHTEMOC,"19.45629999,-99.14482008",5
C5/190502/02190,02/05/2019,09:20:22,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,09:21:55,BENITO JUAREZ,accidente-choque con lesionados,19.39248,-99.18196992,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.39248,-99.18196992",5
C5/190502/03863,02/05/2019,13:24:48,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,14:09:57,IZTAPALAPA,lesionado-atropellado,19.32216003,-99.09594,URGENCIAS MEDICAS,RADIO,IZTAPALAPA,"19.32216003,-99.09594",5
C5/190502/05631,02/05/2019,17:07:20,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,17:56:52,AZCAPOTZALCO,accidente-choque sin lesionados,19.48653,-99.19051,EMERGENCIA,LLAMADA APP911,AZCAPOTZALCO,"19.48653,-99.19051",5
C5/190502/00883,02/05/2019,03:57:55,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,04:38:20,TLAHUAC,accidente-choque sin lesionados,19.31068998,-99.04240008,EMERGENCIA,LLAMADA DEL 911,TLAHUAC,"19.31068998,-99.04240008",5
C5/190502/06698,02/05/2019,19:15:27,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,21:59:39,MIGUEL HIDALGO,accidente-choque sin lesionados,19.43307,-99.18185004,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43307,-99.18185004",5
C5/190502/00823,02/05/2019,03:32:02,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,03:45:29,COYOACAN,accidente-choque con lesionados,19.35626004,-99.13449996,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.35626004,-99.13449996",5
C5/190501/07873,01/05/2019,23:05:22,MiÃ©rcoles,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,01:28:00,VENUSTIANO CARRANZA,accidente-choque sin lesionados,19.43382996,-99.10670004,EMERGENCIA,RADIO,VENUSTIANO CARRANZA,"19.43382996,-99.10670004",5
C5/190502/06579,02/05/2019,19:03:04,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,19:34:35,ALVARO OBREGON,accidente-choque sin lesionados,19.34328996,-99.25749,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.34328996,-99.25749",5
C5/190502/04035,02/05/2019,13:47:14,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,14:54:20,CUAUHTEMOC,accidente-choque sin lesionados,19.41824997,-99.16434,EMERGENCIA,LLAMADA DEL 911,CUAUHTEMOC,"19.41824997,-99.16434",5
C5/190502/02159,02/05/2019,09:16:33,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,11:31:29,BENITO JUAREZ,accidente-choque sin lesionados,19.39245003,-99.15090984,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.39245003,-99.15090984",5
C5/190502/07505,02/05/2019,21:00:00,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,21:01:51,CUAUHTEMOC,lesionado-atropellado,19.426449,-99.138091,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.426449,-99.138091",5
C5/190502/07434,02/05/2019,20:48:36,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,21:03:17,BENITO JUAREZ,accidente-choque con lesionados,19.38935997,-99.17615016,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.38935997,-99.17615016",5
C5/190502/01249,02/05/2019,06:26:29,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,06:38:12,CUAJIMALPA,accidente-choque con lesionados,19.36226997,-99.26610012,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAJIMALPA,"19.36226997,-99.26610012",5
C5/190502/04609,02/05/2019,14:58:31,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,19:10:29,XOCHIMILCO,accidente-choque con lesionados,19.26605997,-99.11541996,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.26605997,-99.11541996",5
C5/190502/04475,02/05/2019,14:43:07,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,17:25:42,CUAUHTEMOC,accidente-choque sin lesionados,19.41341004,-99.12863016,EMERGENCIA,LLAMADA DEL 911,CUAUHTEMOC,"19.41341004,-99.12863016",5
C5/190502/01286,02/05/2019,06:35:58,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,06:55:31,IZTAPALAPA,accidente-motociclista,19.38049819,-99.12022844,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.38049819,-99.12022844",5
C5/190502/00422,02/05/2019,01:21:36,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,01:35:38,GUSTAVO A. MADERO,accidente-choque con lesionados,19.46135997,-99.12638988,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.46135997,-99.12638988",5
C5/190502/02817,02/05/2019,10:59:33,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,11:06:14,COYOACAN,accidente-choque sin lesionados,19.33576002,-99.11304,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.33576002,-99.11304",5
C5/190502/00158,02/05/2019,00:25:36,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,00:31:04,TLALPAN,accidente-choque con lesionados,19.29021003,-99.15138,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.29021003,-99.15138",5
C5/190502/04303,02/05/2019,14:23:24,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,14:30:59,AZCAPOTZALCO,accidente-choque sin lesionados,19.47562002,-99.18272988,EMERGENCIA,LLAMADA DEL 911,AZCAPOTZALCO,"19.47562002,-99.18272988",5
C5/190502/01188,02/05/2019,06:07:51,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,06:12:57,XOCHIMILCO,lesionado-atropellado,19.26605997,-99.11541996,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.26605997,-99.11541996",5
C5/190502/06085,02/05/2019,18:03:03,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,21:48:06,AZCAPOTZALCO,accidente-choque sin lesionados,19.46743002,-99.14582988,EMERGENCIA,LLAMADA DEL 911,AZCAPOTZALCO,"19.46743002,-99.14582988",5
C5/190502/06460,02/05/2019,18:48:00,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,19:26:48,MIGUEL HIDALGO,accidente-choque sin lesionados,19.44424998,-99.19936008,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.44424998,-99.19936008",5
C5/190502/07456,02/05/2019,20:51:25,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,21:19:10,COYOACAN,accidente-choque sin lesionados,19.33621002,-99.17610984,EMERGENCIA,LLAMADA DEL 911,COYOACAN,"19.33621002,-99.17610984",5
C5/190502/00404,02/05/2019,01:17:52,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,04:47:17,CUAUHTEMOC,accidente-choque con lesionados,19.46108997,-99.12651984,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.46108997,-99.12651984",5
C5/190502/01596,02/05/2019,07:37:18,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,07:43:37,MIGUEL HIDALGO,accidente-choque con lesionados,19.42478001,-99.20894004,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.42478001,-99.20894004",5
C5/190502/02722,02/05/2019,10:43:46,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,10:47:38,MIGUEL HIDALGO,accidente-choque sin lesionados,19.44533997,-99.19608012,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.44533997,-99.19608012",5
C5/190502/07324,02/05/2019,20:35:24,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,20:41:23,ALVARO OBREGON,lesionado-atropellado,19.33880004,-99.24105996,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.33880004,-99.24105996",5
C5/190502/01357,02/05/2019,06:49:17,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,07:19:08,CUAJIMALPA,accidente-choque sin lesionados,19.34939997,-99.30480012,EMERGENCIA,LLAMADA DEL 911,CUAJIMALPA,"19.34939997,-99.30480012",5
C5/190502/01691,02/05/2019,07:52:51,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,08:54:24,CUAJIMALPA,accidente-choque sin lesionados,19.364688,-99.284288,EMERGENCIA,LLAMADA DEL 911,CUAJIMALPA,"19.364688,-99.284288",5
C5/190502/03332,02/05/2019,12:08:45,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,12:16:12,MIGUEL HIDALGO,accidente-choque con lesionados,19.44303003,-99.19527012,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.44303003,-99.19527012",5
C5/190502/06852,02/05/2019,19:36:19,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,20:09:04,COYOACAN,accidente-choque sin lesionados,19.34841996,-99.14519988,EMERGENCIA,LLAMADA DEL 911,COYOACAN,"19.34841996,-99.14519988",5
C5/190502/02887,02/05/2019,11:07:13,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,12:36:19,MAGDALENA CONTRERAS,accidente-choque sin lesionados,19.30515003,-99.23451012,EMERGENCIA,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.30515003,-99.23451012",5
C5/190502/05310,02/05/2019,16:30:17,Jueves,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",02/05/2019,2019,Mayo,19:16:43,ALVARO OBREGON,accidente-volcadura,19.31483997,-99.21260988,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.31483997,-99.21260988",5
C5/190502/07320,02/05/2019,20:35:23,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,21:02:46,IZTAPALAPA,accidente-choque sin lesionados,19.33863003,-99.11288988,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.33863003,-99.11288988",5
C5/190502/08224,02/05/2019,22:32:33,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,22:37:01,ALVARO OBREGON,accidente-choque sin lesionados,19.33973001,-99.19046988,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.33973001,-99.19046988",5
C5/190502/07542,02/05/2019,21:05:17,Jueves,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",02/05/2019,2019,Mayo,21:29:51,BENITO JUAREZ,accidente-choque sin lesionados,19.36928997,-99.15008004,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.36928997,-99.15008004",5
C5/190502/07683,02/05/2019,21:19:10,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,21:34:08,COYOACAN,accidente-choque sin lesionados,19.334982,-99.185037,EMERGENCIA,LLAMADA DEL 911,COYOACAN,"19.334982,-99.185037",5
C5/190502/00384,02/05/2019,01:11:22,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,01:15:06,BENITO JUAREZ,accidente-persona atrapada / desbarrancada,19.36626003,-99.16754004,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.36626003,-99.16754004",5
C5/190502/00160,02/05/2019,00:25:58,Jueves,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/05/2019,2019,Mayo,00:29:26,COYOACAN,accidente-choque con lesionados,19.33434,-99.14708988,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.33434,-99.14708988",5
